basin_name,scn,region_name,location_name,latitude,longitude,number,basin_water_office_data_filename,datatype,the_geom,cartodb_id,created_at,updated_at,has_data
"Wami, Ruva and Coast",1HA8A,Morogoro,Morogoro,-7.0028,37.7167,27,,,0101000020E610000088855AD3BCDB424017B7D100DE021CC0,178,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1HC2A,Mvuha,Tulo School,-7.2333,37.9,32,,,0101000020E61000003333333333F3424090A0F831E6EE1CC0,179,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
Rufiji Basin,1KB24,Sanje,Sanje,-7.6333,37.0111,59,,,0101000020E6100000287E8CB96B8142402A3A92CB7F881EC0,157,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
Rufiji Basin,1KB23,Sonjo,Sonjo,-7.8,36.9667,58,,,0101000020E610000088855AD3BC7B42403333333333331FC0,159,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
Rufiji Basin,1KA51A,Urobo,Gt. N.Road,-8.8167,33.6667,31,,,0101000020E6100000211FF46C56D5404052499D8026A221C0,161,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
Rufiji Basin,1KA38A,Yovi,Gt.Ruaha conf.,-7.5667,36.7833,25,,,0101000020E6100000787AA52C43644240A3923A014D441EC0,162,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1G11,Chogoali,Difulu Village,-6.2306,37.4389,5,,,0101000020E6100000711B0DE02DB8424095D4096822EC18C0,163,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1HC2,Mvuha,Ngagama,-7.2278,37.8917,31,,,0101000020E6100000EEEBC03923F242407E1D386744E91CC0,180,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1GA2,Mziha,Mziha,-6.9,37.7833,7,,,0101000020E6100000787AA52C43E442409A99999999991BC0,181,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1J9A,Mzinga,Kichemichemi,-6.9167,39.3,37,,,0101000020E61000006666666666A6434009F9A067B3AA1BC0,182,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1HA1A,Ngerengere,U/S Utari Br,-7.0333,38.3667,26,,,0101000020E6100000BBB88D06F02E4340C3D32B6519221CC0,183,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1HA15,Ngerengere,Mgude,-6.8667,38.2139,29,,,0101000020E6100000A54E4013611B4340D6C56D3480771BC0,184,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1HA9A,Ngerengere,Konga,-6.7,37.9167,28,,,0101000020E6100000211FF46C56F54240CDCCCCCCCCCC1AC0,185,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1H10,Ruvu,Mikula,-7.3,38.1667,25,,,0101000020E6100000211FF46C561543403333333333331DC0,186,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1H5,Ruvu,Kibungo,-7.0167,37.8,23,,,0101000020E61000006666666666E64240705F07CE19111CC0,187,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1H8,Ruvu,Morogoro Rd.Br,-6.7389,38.8361,24,,,0101000020E6100000C2172653056B4340BF0E9C33A2F41AC0,188,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1G5A,Tami,Msowero,-6.5222,37.3139,3,,,0101000020E6100000711B0DE02DA8424082E2C798BB161AC0,189,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1G1,Wami,Dakawa,-6.4333,37.5333,1,,,0101000020E6100000787AA52C43C442405D6DC5FEB2BB19C0,190,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1G2,Wami,Mandera,-6.2333,38.4,2,,,0101000020E6100000333333333333434090A0F831E6EE18C0,191,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
Rufiji Basin,1KA8A,Gt. Ruaha,Salimwani,-8.9,37.1167,9,Great Ruaha at Salimwani_dmf.txt,dmf,0101000020E6100000BBB88D06F08E4240CDCCCCCCCCCC21C0,61,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KA8A,Gt. Ruaha,Salimwani,-8.9,37.1167,9,Great Ruaha at Salimwani water level.txt,waterlevel,0101000020E6100000BBB88D06F08E4240CDCCCCCCCCCC21C0,63,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB17,Kilombero,Swero,-8.2,37,53,Kilombero at Swero dmf.txt,dmf,0101000020E6100000000000000080424066666666666620C0,84,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
,,,,,,,,,,192,2014-06-27 05:29:43.519826+00,2014-06-28 03:20:54.953927+00,FALSE
Rufiji Basin,1KA59,Gt. Ruaha,Msembe,-7.75,34.9,35,Great Ruaha at Msembe dmf.txt,dmf,0101000020E610000033333333337341400000000000001FC0,65,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KA59,Gt. Ruaha,Msembe,-7.75,34.9,35,Great Ruaha at Msembe water level.txt,waterlevel,0101000020E610000033333333337341400000000000001FC0,67,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB19,Hagafiro,Hagafiro,-9.5083,34.8167,57,Hagafiro at Hagafiro dmf.txt,dmf,0101000020E6100000545227A089684140151DC9E53F0423C0,71,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB26,Kiberege,Kiberege U/S,-8.0778,36.9556,62,Kiberege at Kiberege water level ups.txt,waterlevel,0101000020E61000005F07CE19517A4240F241CF66D52720C0,77,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB26,Kiberege,Kiberege D/S,-8.0722,37.0167,61,Kiberege at Kiberege water level ds.txt,waterlevel,0101000020E6100000EEEBC03923824240DB8AFD65F72420C0,79,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB31,Kig.Ruaha,Lugema(Mshongo),-8.7667,35.3333,67,Kigogo Ruaha at Lugema water level.txt,waterlevel,0101000020E6100000DFE00B93A9AA4140B8AF03E78C8821C0,81,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB4,Kilombero,Ifwema,-9.0167,36.0056,44,Kilombero at Ifwema water level.txt,waterlevel,0101000020E6100000C66D3480B7004240B8AF03E78C0822C0,83,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB17,Kilombero,Swero,-8.2,37,53,Kilombero at Swero water level.txt,waterlevel,0101000020E6100000000000000080424066666666666620C0,86,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB2,Kilombero,Ifakara,-8.15,36.6333,43,Ifakara automet.txt,met,0101000020E6100000454772F90F514240CDCCCCCCCC4C20C0,87,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB2,Kilombero,Ifakara,-8.15,36.6333,43,Ifakara standard rainfall.txt,rain,0101000020E6100000454772F90F514240CDCCCCCCCC4C20C0,89,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KA9,Kimani,Gt.N.Road,-9.85,34.1833,10,Kimani at GNR dmf.txt,dmf,0101000020E6100000ACADD85F761741403333333333B323C0,90,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KA9,Kimani,Gt.N.Road,-9.85,34.1833,10,Kimani at GNR water level.txt,waterlevel,0101000020E6100000ACADD85F761741403333333333B323C0,92,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KA32A,Lt. Ruaha,Makalala,-8.3333,35.3333,22,Little Ruaha at Makalala dmf.txt,dmf,0101000020E6100000DFE00B93A9AA41407B832F4CA6AA20C0,95,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KA32A,Lt. Ruaha,Makalala,-8.3333,35.3333,22,Little Ruaha at Makalala water level.txt,waterlevel,0101000020E6100000DFE00B93A9AA41407B832F4CA6AA20C0,97,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KA2A,Lt. Ruaha,Iringa Ndiuka,-7.7833,35.7167,5,Little Ruaha at Ndiuka dmf.txt,dmf,0101000020E610000088855AD3BCDB4140C3D32B6519221FC0,99,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KA2A,Lt. Ruaha,Iringa Ndiuka,-7.7833,35.7167,5,Little Ruaha at Ndiuka waterlevel.txt,waterlevel,0101000020E610000088855AD3BCDB4140C3D32B6519221FC0,101,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KA31,Lt. Ruaha,Mawande,-7.5,35.5,21,Little Ruaha at Mawande dmf.txt,dmf,0101000020E61000000000000000C041400000000000001EC0,102,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KA31,Lt. Ruaha,Mawande,-7.5,35.5,21,Little Ruaha at Mawande water level.txt,waterlevel,0101000020E61000000000000000C041400000000000001EC0,104,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB14A,Lumemo,Kiburubutu,-8.1222,36.7222,49,Lumemo River at Kiburubutu dmf.txt,dmf,0101000020E6100000EA95B20C715C4240742497FF903E20C0,108,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB14A,Lumemo,Kiburubutu,-8.1222,36.7222,49,Lumemo River at Kiburubutu water level.txt,waterlevel,0101000020E6100000EA95B20C715C4240742497FF903E20C0,110,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KA11A,Mbarali,Igawa,-8.7833,34.3667,12,Mbarali River at Igawa dmf.txt,dmf,0101000020E6100000BBB88D06F02E4140E2E995B20C9121C0,113,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KA11A,Mbarali,Igawa,-8.7833,34.3667,12,Mbarali River at Igawa water level.txt,waterlevel,0101000020E6100000BBB88D06F02E4140E2E995B20C9121C0,115,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB12A,Mchilipa,U/S Utete,-8.7611,36.4778,48,Mchilipa at Itete water level.txt,waterlevel,0101000020E6100000B003E78C283D4240A1F831E6AE8521C0,117,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB15,Mgeta,D/S Mchombe Mis,-8.3333,36.1167,50,Mngeta at Mchombe dmf.txt,dmf,0101000020E6100000BBB88D06F00E42407B832F4CA6AA20C0,120,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB15,Mgeta,D/S Mchombe Mis,-8.3333,36.1167,50,Mngeta at Mchombe water level.txt,waterlevel,0101000020E6100000BBB88D06F00E42407B832F4CA6AA20C0,122,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB9,Mnyera,U/S Taveta Miss,-9.0167,35.5167,46,Mnyera at Taveta ds water level.txt,waterlevel,0101000020E6100000EEEBC03923C24140B8AF03E78C0822C0,126,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB9,Mnyera,U/S Taveta Miss,-9.0167,35.5167,46,Mnyera at Taveta ups water level.txt,waterlevel,0101000020E6100000EEEBC03923C24140B8AF03E78C0822C0,127,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB8,Mpanga,Mpanga Mission,-8.9778,35.9278,45,Mpanga at Mpanga dmf.txt,dmf,0101000020E6100000499D8026C2F64140BF0E9C33A2F421C0,128,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB8,Mpanga,Mpanga Mission,-8.9778,35.9278,45,Mpanga at Mpanga water level.txt,waterlevel,0101000020E6100000499D8026C2F64140BF0E9C33A2F421C0,130,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KA15A,Ndembera,Ilonga,-8.2833,35.3111,14,Ndembera River at Ilongo dmf.txt,dmf,0101000020E61000008FE4F21FD2A74140E2E995B20C9120C0,136,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KA15A,Ndembera,Ilonga,-8.2833,35.3111,14,Ndembera River at Ilongo water level.txt,waterlevel,0101000020E61000008FE4F21FD2A74140E2E995B20C9120C0,138,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB18,Ruhudji,Njombe,-9.4,34.8333,55,Njombe automet rain.txt,rain,0101000020E6100000DFE00B93A96A4140CDCCCCCCCCCC22C0,148,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB18,Ruhudji,Njombe,-9.4,34.8333,55,Njombe automet temperature.txt,temperature,0101000020E6100000DFE00B93A96A4140CDCCCCCCCCCC22C0,149,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB30,Ruhudji,Idonya Falls,-9.35,35.1667,66,Ruhudji at Idonja Falls water level.txt,waterlevel,0101000020E6100000211FF46C569541403333333333B322C0,151,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB18B,Ruhudji,B/L Kifung'a F.,-9.2833,34.8333,56,Ruhudji at Below KifungÂ‰Ã›Âªa Falls dmf.txt,dmf,0101000020E6100000DFE00B93A96A4140E2E995B20C9122C0,152,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB18B,Ruhudji,B/L Kifung'a F.,-9.2833,34.8333,56,Ruhudji at Below KifungÂ‰Ã›Âªa Falls water level.txt,waterlevel,0101000020E6100000DFE00B93A96A4140E2E995B20C9122C0,154,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB24,Sanje,Sanje,-7.6333,37.0111,59,Sanje at Sanje water level.txt,waterlevel,0101000020E6100000287E8CB96B8142402A3A92CB7F881EC0,158,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB23,Sonjo,Sonjo,-7.8,36.9667,58,Sonjo at Sonjo water level.txt,waterlevel,0101000020E610000088855AD3BC7B42403333333333331FC0,160,2014-06-26 19:58:33.348397+00,2014-06-28 03:16:43.890263+00,TRUE
Rufiji Basin,1KB27,Ruipa,Mbingu,-8.2722,36.3583,63,,,0101000020E610000012143FC6DC2D424041F163CC5D8B20C0,156,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1GB1A,Diwale,Ngomeni,-6.1667,37.6167,8,,,0101000020E6100000BBB88D06F0CE424009F9A067B3AA18C0,164,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1GD17,Kinyasungw,e Godegode,-6.5333,36.6167,12,,,0101000020E6100000BBB88D06F04E4240C3D32B6519221AC0,165,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1GD14,Kinyasungw,e Gulwe,-6.4333,35.4167,10,,,0101000020E6100000211FF46C56B541405D6DC5FEB2BB19C0,166,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1G6,Kisangata,Mvumi,-6.6167,37.1833,4,,,0101000020E6100000ACADD85F76974240D6C56D3480771AC0,167,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1J5,Kizinga,Mbagala/Buza,-6.8333,39.3167,33,,,0101000020E6100000545227A089A84340F7065F984C551BC0,168,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1J8,L.Manze,Mkenge,-6.8333,39.3333,36,,,0101000020E6100000DFE00B93A9AA4340F7065F984C551BC0,169,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1DG30,Lumuma,Kilimalulu,-6.6833,36.6667,15,,,0101000020E6100000211FF46C565542405D6DC5FEB2BB1AC0,170,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1J7,Mbezi,Bigwa D/S,-7.2,39.1333,35,,,0101000020E6100000454772F90F914340CDCCCCCCCCCC1CC0,171,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1GD31,Mdukwe,Mdukwe,-6.9611,36.9333,16,,,0101000020E6100000ACADD85F767742400EBE30992AD81BC0,172,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
"Wami, Ruva and Coast",1HB2,Mgeta,Mgeta,-7.0722,37.5944,30,,,0101000020E6100000075F984C15CC4240B515FBCBEE491CC0,173,2014-06-26 19:58:33.348397+00,2014-07-19 17:52:35.509763+00,FALSE
