907732800000,14.1
907819200000,16.5
907905600000,15.7
907992000000,15.4
908078400000,16.4
908164800000,16.5
908251200000,15.4
908337600000,15.8
908424000000,15.3
908510400000,15.6
908596800000,14.9
908683200000,14.8
908769600000,14
908856000000,15.3
908942400000,16.1
909028800000,17.2
909115200000,16
909201600000,15.7
909288000000,15.2
909378000000,14.8
909464400000,15.2
909550800000,16.6
909637200000,16.9
909723600000,16.5
909810000000,16.6
909896400000,17.2
909982800000,16.5
910069200000,16.5
910155600000,16.2
910242000000,17.4
910328400000,17.1
910414800000,17.8
910501200000,16.8
910587600000,15.5
910674000000,16.1
910760400000,16.9
910846800000,14.9
910933200000,15.9
911019600000,16.6
911106000000,16.7
911192400000,16.4
911278800000,16.7
911365200000,16.5
911451600000,15.8
911538000000,16.6
911624400000,17
911710800000,17.5
911797200000,16.2
911883600000,15.1
911970000000,15.4
912056400000,15.9
912142800000,16.4
912229200000,16.2
912315600000,17.3
912402000000,17.6
912488400000,17.4
912574800000,18.1
912661200000,17.2
912747600000,17.2
912834000000,18
912920400000,17.9
913006800000,17
913093200000,17.9
913179600000,17.2
913266000000,18
913352400000,18.2
913438800000,18
913525200000,17.8
913611600000,18.2
913698000000,17.7
913784400000,17.5
913870800000,17.6
913957200000,18.3
914043600000,18.2
914130000000,18.2
914216400000,18.9
914302800000,18.6
914389200000,18.1
914475600000,17.6
914562000000,18.5
914648400000,15.8
914734800000,18.1
914821200000,17.7
914907600000,18.2
914994000000,17
915080400000,17.1
915166800000,17.4
915253200000,16.2
915339600000,18
915426000000,17.6
915512400000,16.6
915598800000,17.1
915685200000,17.1
915771600000,17.6
915858000000,15.9
915944400000,17
916030800000,17.5
916117200000,17.8
916203600000,16.3
916290000000,17.1
916376400000,16.1
916462800000,15.3
916549200000,15.8
916635600000,15.5
916722000000,14.8
916808400000,16.8
916894800000,15.2
916981200000,14.3
917067600000,15.4
917154000000,16.1
917240400000,15.5
917326800000,15.9
917413200000,17.4
917499600000,17.6
917586000000,15.7
917672400000,17.5
917758800000,16.5
917845200000,15.1
917931600000,16.4
918018000000,16.2
918104400000,16.4
918190800000,17.4
918277200000,17.8
918363600000,18.4
918450000000,18.2
918536400000,17.5
918622800000,16.3
918709200000,15.4
918795600000,16.8
918882000000,15.7
918968400000,16.6
919054800000,17.3
919141200000,16.8
919227600000,16.6
919314000000,16.5
919400400000,17.3
919486800000,15.1
919573200000,14.9
919659600000,16.1
919746000000,17.1
919832400000,16.9
919918800000,15.9
920005200000,17.4
920091600000,15.7
920178000000,16
920264400000,17.1
920350800000,17.1
920437200000,17.4
920523600000,16.7
920610000000,16.5
920696400000,15.7
920782800000,14.6
920869200000,15.5
920955600000,14.4
921042000000,16.4
921128400000,15.1
921214800000,16.7
921301200000,17
921387600000,16.8
921474000000,15.1
921560400000,15.7
921646800000,15.2
921733200000,15.7
921819600000,16
921906000000,16.9
921992400000,15.8
922078800000,16.5
922165200000,16.8
922251600000,16.6
922338000000,16
922424400000,15.9
922510800000,15.6
922597200000,16
922683600000,14.6
922770000000,15.4
922856400000,15.6
922942800000,15.2
923029200000,15.6
923115600000,16.2
923202000000,15.4
923284800000,15.6
923371200000,15.5
923457600000,15.3
923544000000,15.5
923630400000,15.4
923716800000,15.3
923803200000,15.7
923889600000,15.5
923976000000,14.4
924062400000,15.6
924148800000,15.4
924235200000,15.3
924321600000,16.3
924408000000,15.8
924494400000,15.9
924580800000,15.2
924667200000,15.2
924753600000,14.6
924840000000,13.2
924926400000,14
925012800000,13.9
925099200000,13.6
925185600000,14.2
925272000000,14.5
925358400000,13.6
925444800000,14
925531200000,14.3
925617600000,14.7
925704000000,13.6
925790400000,15.5
925876800000,15
925963200000,14.7
926049600000,12.3
926136000000,13
926222400000,13.7
926308800000,14.5
926395200000,13.4
926481600000,12.7
926568000000,13.5
926654400000,13.6
926740800000,13.7
926827200000,13.8
926913600000,14.1
927000000000,13.8
927086400000,14.2
927172800000,15
927259200000,14.9
927345600000,14.3
927432000000,13.1
927518400000,14
927604800000,12.1
927691200000,12.7
927777600000,13.6
927864000000,14
927950400000,13.3
928036800000,12.8
928123200000,13
928209600000,11.7
928296000000,12.5
928382400000,10.8
928468800000,11.6
928555200000,11.9
928641600000,13.3
928728000000,12.5
928814400000,12.4
928900800000,11.7
928987200000,10.9
929073600000,11.1
929160000000,11.6
929246400000,11.6
929332800000,11.9
929419200000,13.4
929505600000,13.6
929592000000,14
929678400000,14.6
929764800000,14
929851200000,13
929937600000,12.6
930024000000,11.7
930110400000,10.7
930196800000,9.8
930283200000,10.1
930369600000,10.4
930456000000,8.8
930542400000,9.7
930628800000,9.7
930715200000,10.8
930801600000,11.3
930888000000,12.7
930974400000,11
931060800000,8.3
931147200000,10.9
931233600000,11.9
931320000000,11.7
931406400000,11.5
931492800000,9.6
931579200000,11.3
931665600000,11.8
931752000000,11.9
931838400000,11.8
931924800000,12.7
932011200000,13
932097600000,12.2
932184000000,11.9
932270400000,12.5
932356800000,10.5
932443200000,9.6
932529600000,10.5
932616000000,12
932702400000,11.4
932788800000,10.2
932875200000,10.2
932961600000,10.3
933048000000,11.5
933134400000,11.6
933220800000,11.6
933307200000,11.9
933393600000,11.4
933480000000,11.9
933566400000,13
933652800000,12.4
933739200000,11.6
933825600000,12.4
933912000000,11.5
933998400000,11.1
934084800000,11.1
934171200000,12.5
934257600000,13.7
934344000000,13.6
934430400000,12.3
934516800000,13.1
934603200000,12.7
934689600000,11.8
934776000000,11.1
934862400000,11.5
934948800000,11.1
935035200000,10.1
935121600000,10.5
935208000000,10.2
935294400000,12.3
935380800000,13.2
935467200000,13
935553600000,14.3
935640000000,13.5
935726400000,13.4
935812800000,12.8
935899200000,13.5
935985600000,14.2
936072000000,13.5
936158400000,12.3
936244800000,13
936331200000,10.9
936417600000,12.8
936504000000,13
936590400000,12.2
936676800000,12.7
936763200000,11.5
936849600000,11.6
936936000000,12.3
937022400000,14.3
937108800000,14.8
937195200000,13.4
937281600000,13.1
937368000000,13.4
937454400000,11.8
937540800000,12.7
937627200000,13.7
937713600000,14.3
937800000000,13.4
937886400000,13.4
937972800000,13.5
938059200000,13.2
938145600000,14.1
938232000000,14.6
938318400000,15
938404800000,14.8
938491200000,14.1
938577600000,14
938664000000,11.8
938750400000,13.5
938836800000,13.7
938923200000,13.2
939009600000,14.4
939096000000,13.6
939182400000,14.4
939268800000,14.6
939355200000,12.4
939441600000,13.5
939528000000,13.5
939614400000,13.7
939700800000,12.5
939787200000,14.4
939873600000,13
939960000000,11.9
940046400000,14.1
940132800000,14.1
940219200000,14.8
940305600000,15.5
940392000000,15.6
940478400000,15.5
940564800000,16.1
940651200000,16.1
940737600000,16.9
940824000000,17.6
940910400000,17.2
940996800000,16.7
941083200000,17.3
941169600000,16.6
941256000000,15
941342400000,13.6
941432400000,15.8
941518800000,16
941605200000,16.4
941691600000,16.6
941778000000,17.6
941864400000,15.9
941950800000,16.1
942037200000,15.6
942123600000,16.2
942210000000,16.3
942296400000,15.7
942382800000,15.4
942469200000,12.2
942555600000,13.7
942642000000,14.4
942728400000,14.7
942814800000,16.2
942901200000,17.4
942987600000,17.4
943074000000,16.4
943160400000,15.1
943246800000,15.8
943333200000,15.7
943419600000,15.6
943506000000,15.4
943592400000,15.9
943678800000,16.9
943765200000,16.6
943851600000,16.1
943938000000,15.1
944024400000,15.1
944110800000,15.6
944197200000,15.8
944283600000,16.1
944370000000,16
944456400000,16.3
944542800000,17
944629200000,16
944715600000,17.3
944802000000,17.3
944888400000,17.6
944974800000,16.8
945061200000,15.8
945147600000,16.6
945234000000,15.5
945320400000,15.4
945406800000,15.5
945493200000,15.2
945579600000,15.2
945666000000,14.9
945752400000,15.2
945838800000,16.1
945925200000,16.4
946011600000,16.7
946098000000,16.7
946184400000,16.8
946270800000,17.3
946357200000,17.2
946443600000,17.2
946530000000,16.3
946616400000,15.9
946702800000,17.2
946789200000,17
946875600000,14.6
946962000000,15.9
947048400000,15.5
947134800000,17
947221200000,15.6
947307600000,16.8
947394000000,16.1
947480400000,14.9
947566800000,16.3
947653200000,17.9
947739600000,17.1
947826000000,15.9
947912400000,14.5
947998800000,16.4
948085200000,16.3
948171600000,17.8
948258000000,16.7
948344400000,17.5
948430800000,15.9
948517200000,16.6
948603600000,16.7
948690000000,16.8
948776400000,17.1
948862800000,16.1
948949200000,16.9
949035600000,15.8
949122000000,16.7
949208400000,16.8
949294800000,17.2
949381200000,15.3
949467600000,16.3
949554000000,16.1
949640400000,15.5
949726800000,15.4
949813200000,15.5
949899600000,14.8
949986000000,16
950072400000,15.4
950158800000,16.2
950245200000,16.8
950331600000,17.8
950418000000,15.3
950504400000,15.3
950590800000,15
950677200000,15.4
950763600000,15.6
950850000000,15.6
950936400000,15.6
951022800000,16.1
951109200000,17
951195600000,16.4
951282000000,17.9
951368400000,16.1
951454800000,15.8
951541200000,15.1
951627600000,16.5
951714000000,17.6
951800400000,17.1
951886800000,15.4
951973200000,15.8
952059600000,15.1
952146000000,14.4
952232400000,15.5
952318800000,15.7
952405200000,16.4
952491600000,15.7
952578000000,16.8
952664400000,16.7
952750800000,15.7
952837200000,14.5
952923600000,16.9
953010000000,17.2
953096400000,15.4
953182800000,17.2
953269200000,14.9
953355600000,15.4
953442000000,16.3
953528400000,15.9
953614800000,15.3
953701200000,16
953787600000,15.4
953874000000,15.9
953960400000,14.7
954046800000,15.3
954133200000,15.3
954219600000,15.2
954306000000,15.7
954392400000,14.6
954478800000,15.4
954565200000,16.1
954651600000,15.8
954734400000,15.3
954820800000,16.7
954907200000,16.1
954993600000,16
955080000000,15.8
955166400000,16.1
955252800000,15.3
955339200000,14.6
955425600000,14.6
955512000000,14.6
955598400000,14.9
955684800000,15.8
955771200000,15.9
955857600000,15.7
955944000000,15.8
956030400000,15.5
956116800000,14.8
956203200000,14.8
956289600000,14.3
956376000000,15.7
956462400000,15.5
956548800000,15.3
956635200000,14.9
956721600000,15
956808000000,15.3
956894400000,14.8
956980800000,14.1
957067200000,13.3
957153600000,13.2
957240000000,14.5
957326400000,14.8
957412800000,14
957499200000,14
957585600000,14.6
957672000000,14.1
957758400000,13.9
957844800000,13.9
957931200000,12.9
958017600000,14.5
958104000000,14.6
958190400000,13.3
958276800000,14.1
958363200000,14.1
958449600000,13.6
958536000000,14.5
958622400000,14.1
958708800000,14
958795200000,13.6
958881600000,13
958968000000,13.7
